idiom,contents
개과천선,요.알.못 자취생의 [IDIOM] 간이 맞질 않아 물을 더 붓는다 밍밍해져서 다시 간을 한다 너무 짜다 물을 더 넣는다 반복하다보면 작은 한 사발이 아닌 들통이 된다. 이제는 이런 모습을 멀리한 지 오래되었다. 불과 작년 초까지만 해도 자취를 한지 나름 오래됐음에도 요리를 잘 할 줄 몰랐다. 내가 산 재료가
노심초사,유튜브와 인스타의 그 식물들은 어디서 데려오나요 우리동네 꽃집엔 그런 거 없던데
백발백중,동학농민전쟁을 찾아서 답사기 아사히신문 특집
환골탈태,"날아올라 만났을 때 들은 말씀이다. 스승님의 말씀이 그때는 무엇을 의미하는지 몰랐지만, 이제는 알 것 같다. 지난 6개월간 나는 [IDIOM]의 각오로 오로지 정진에만 힘쓰며 지냈다. 나는 최연소 태권도 국가대표에 발탁되어 국제대회에서 예선을 포함하여 99연승"
이구동성,꽃을 보다가 찾아낸 시간 느낌 있는 일상
백발백중,"산티아고 일지 27 그늘 수색단 Dnde estoy en este mapa? 곳이 필요했다. 그러나 나무 밑 쉴만한 곳은 절대적으로 부족했고 가끔 우뚝 서있는 나무를 찾는가 하면 그 아래 그림자에 [IDIOM] 사람이 들어차 있었다. 근데 좀 전에 한글로 적힌 간판 보셨어요? 라면 판다고 하던데. 맞아요, 한글도 한글인데"
환골탈태,스핑크스제2화. 시간은 닭이다. 내가 아는 시간은 몇 명인가?
감언이설,"부작용 없는 항암제라는 [IDIOM] 제3150호 부작용 없는 항암제라는 [IDIOM] 항암제라고 하니까 암을 공격해주겠지, 의학 기술이 많이 발전했으니 암이 나을지도 몰라. 환자는 이렇게 생각하고 암 표준치료에 큰 희망을 건다. 그리고 의사가 아무것도 하지 않으면 6개월이고, 항암제로 치료하면 2년입니다라고"
노심초사,"암 수술하고도 회사에 다녀? 복직 라이프 건강상태로 인해 온전히 제 몫을 다하지 못하는 상황에서 의도치 않게 다른 사람들에게 피해를 줄까 봐, 그 부분이 제일 [IDIOM]하는 점이다. 완벽한 구실을 뒤로하고 나는 왜 다시 회사에 돌아갔을까? 잘 모르겠다. 그냥 다시 가보고 싶었다. 만약 의도"
노심초사,우리 품으로 돌아온 청와대 내가 품은 것은
조령모개,미지와의 조우 문과 출신입니다만
적반하장,"스티븐스 저격 사건 1908년 3월 23일, 미국 격렬하게 항의하며 스티븐스를 직접 만나기도 했지만 스티븐스는 한국인들에게 일본 덕분에 잘살게 된 주제에 [IDIOM]이라며 [IDIOM]을 하기도 했습니다. 이때 일부 한국인들에게 폭행을 당하기도 했고, 격분한 한인들이 한인 공동체에 돌아가"
노심초사,"코로나 이혼 이혼을 꿈꾸는 아내가 쓰는 단편소설 쓰러진 거 같아요. 어쩌죠?"" 시누이는 자초지종 설명을 듣고 바로 시골집으로 차를 타고 출발한다고 한다. 수니는 점점 [IDIOM]이다. 남편도 생명이 위급한데 연달아 시어머니까지 쓰러지시다니 정신이 아찔하다. 어떻게 할 방법도 없고 그냥 손만 놓고"
개과천선,"혜나는 그저 드라마의 장치였다, 리뷰 캐릭터에 대한, 시청자들에 대한 예의가 없는 결말. 누가 납득할까 번째부터 언급하자면, 18회까지 에서 강준상, 한서진, 차민혁으로 대표되는 '잘못된 길을 걸어가던 어른'들의 [IDIOM]을 암시하는 부분이 제대로 등장하지 않았다. 이들은 아주 잠시 고민고뇌하는 시간을 가지는 듯 보였지만 이는 이들이"
다다익선,"[2020 제주여행] 곽지해수욕장 달리책방 제주에서 이제 겨우 첫째날 쓰기를 너무 만만하게 보는 것도 문제겠지만, 너무 큰 중압감을 가지면 한 글자도 시작을 하기 어렵게 될 것 같다. 일단은 [IDIOM], 조금 설익은 글이라도 가볍고 경쾌한 마음으로 통통거리며 써보는 것도 괜찮은 일일 것 같다. 제주에서 차를 렌트하고"
불철주야,"프롤로그출간 소식 그때 그 안내양 어떻게 살고 있을까? 것들을 글로 써낸 내 용기에 감동을 받는 다고 한다. 많이 힘들었던 시절들, 힘든 줄도 모르고 원하는 삶을 이루기 위해 [IDIOM] 이를 악물고 살아왔던 내 지나간 삶들을 내 책이 세상을 돌면서 나를 위로하고 있다. 그 위로가 누군가를 행복하게 해 줄"
환골탈태,이영재 기자의 시선집중 여자 바둑 삼국지 변천사 취재수첩정관장부터 호반까지 농심신라면배 방식 '연승전' 인기 끌며 발족
삼인성호,섹시한 남자? .잘못 보신 거 아닌가요?
감언이설,"송중기와 서민 교수, 그 사이 어디쯤 외모 지상주의에 반대합니다"
백전백승,"존경스럽지 못한 사람 특히나 욱하는 사람은 자기감정을 스스로 컨트롤하지 못하다는 것을 기억하자. ""왜 이것까지 알아야 하느냐고?"" 지피지기면 [IDIOM]이라는 말이 있다. 물론 백승까지는 아니더라도 8할 정도는 되지 않을까? 그럼 상대가 전한 부정적인 감정을 내 감정의"
백전백승,"근주자적 붉을 색을 가까이하면 붉어진다 있다. 나를 닮아가는 사람들은 누구인지, 내 옆에서 나와 어울리고 있는 사람은 어떤 사람인지. 나를 알고, 적을 알면 [IDIOM]이라는 말이 있다. 순간에 일어나는 감정을 알아야 한다. 상대가 어떤 기분을 느끼고 있는지도 알면 좋다. 더 깊은 관계를"
환골탈태,"백구 흑구와 우연찮은 동행 영남길 제7구간, 구봉산길 말에 눈길이 간다. 얕은 느리재 고개로 이어지는 산줄기 언저리로 난 길은 평탄하고 순하다. 고개 아래 기숙학원 건물 벽 '[IDIOM] 경구는 원생들의 결기를 보여주는 듯하다. 둥지골 구봉산 초입에서 영남길 안내지도에 스탬프를 꾹 눌러"
감언이설,"캐나다인은 내복도 안 입어? 이턴센터에는 우리가 찾는 것이 없었다 나을 거야. 이 정도면 추위를 거뜬히 막아줄 거야. 이왕 사는 김에, 커플 운동화로 사자."" 토론토에 오기 전, 온갖 [IDIOM]로 마련한 커플 신발이 결국에는 말썽을 일으켰다. 두 켤레 모두 살 때부터 살짝 작은 느낌이 들었는데, 길들이면 괜찮다고 생각"
노심초사,기저질환이있는 초등4학년 아들의 [IDIOM] 등교개학일
불철주야,"나랏말싸미 자유의 선포 따라야 할 소위 당위적 진리를 수호하는 일에 타협이 없고, 인격적으로 어질며, 사리사욕 없이 도덕적이고, 백성을 위해 [IDIOM] 애쓰는 성인군자 같은 실체로 형상화되는 지도자의 모습은, 정확한 유교적 지도자상이다. 그리고 이러한 유교적 지도자상은"
군계일학,"106. 동굴에서의 칩거 2017년 3월 22일, 여행 182일 차, 터키 카파도키아"
조변석개,"수시로 바꾸는[IDIOM] [IDIOM] 아침 조, 변할 변, 저녁 석, 고칠 개 뜻 아침, 저녁으로 뜯어고친다는 뜻, 계획이나 결정 따위를 자주 바꾸는 것을 이름 한번 세운 계획이나 정해진 결정 따위를 일관성이 없이 자주 고치는 것을 말하는 고사성어로 조석변개, 조개모변이라고도 한다. 아침에"
이구동성,올해 최고의 디지털 기기들 2016년 최고 최악의 디지털 기기들을 뽑아 봤다
군계일학,"코로나19 집콕, 시간 때우기 좋은 정주행 일본 TV 시리즈 걸작선 사카이 마사토입니다. 제가 가장 좋아하는 일본 배우중 한 명이며, 의 주인공으로 얼굴을 알린 바"
수어지교,"가족과 함께하는 새해맞이 문화나들이 도심 내 공연장, 박물관, 미술관에서 다채롭게 즐겨요"
다다익선,그럼에도 불구하고 공지영 때문이다. 공지영의 마음을 움직이게 했던 문장이라면 나의 마음을 움직이는 건 그야말로 시간문제인 거다. 말할 필요 없이 [IDIOM]이다. 솔직히 그런 부분에서 집중력이 최고조로 올라간다. 뒷부분에 친절하게 그 책들에 대한 정보도 알려주고 있어서
백발백중,욕쟁이 할머니 두 개의 뉴스를 보고
환골탈태,자동차 사진가와 푸조508GT 간단 시승기 크으 차가 낮고 넓어 보이며 굉장히 공격적인 얼굴을 가지게 되었습니다. 이전세대 508의 얼굴을 생각해보면 변화된 아름다움은 [IDIOM] 라는 표현이 가장 적당할거 같네요. 아름답다 라는 말이 절로 나오는 부분은 개인적으로는 C필러 부분까지 부드럽게
수어지교,"괴산 내수면양식단지 연결다리 ""[IDIOM]"" 준공식, 내수면산업 클러스터 완성 괴산 내수면양식단지 연결다리 ""[IDIOM]"" 준공식, 내수면산업 클러스터 완성 주민 교통편의 제공 및 내수면 스마트양식장 시범단지 활성화 기대 충북 괴산타임즈 최정복 기자 괴산 내수면양식단지 연결다리 및 진입도로 준공식이 2월 10일 괴산읍 대덕리 현장에서 개최했다. 코로나19"
감지덕지,16살 나이에 배신을 배웠습니다
백전백승,지피지기면 [IDIOM]! 모의테스트로 실력 확인하기
적반하장,"파란 하늘의 가을 하루 1990 LG 트윈스 우승 스토리 13 이제 일방장타가 있는 3번타자 김상호. LG 벤치에선 고의4구를 지시했고, 이번엔 OB 응원석에서 야유가 나왔다. 그야말로 [IDIOM]이 아닐 수 없다. 이 꼴을 본 LG 팬들은 3루측 OB 팬들을 향해 고래고래 욕을 해댔다. 1사 1,2루. 다음타자는 OB의 중심"
감지덕지,농사일도 [IDIOM]코로나 실업에 농민공 귀향행렬
다다익선,"포트폴리오의 경쟁력을 높이는 5가지 방법 회사의 종류와 타이틀 하는 회사의 종류를 파악하라. 02. 지원하고자 하는 포지션에 대해 인지하라. 03. 장점만 보여주기에도 시간이 모자라다. 04. [IDIOM]이 반드시 좋은 것만은 아니다. 05. 논리적 설명이 중요하다. 첫 번째, 지원하고자 하는 회사의 종류를 고려"
감언이설,"은행의 본모습 문을 두드리면 신용이 낮다, 담보가 없다면서 문전박대를 해 없는 놈 두 번 죽인다. 은행이 미디어를 통해 온갖 [IDIOM]로 공익적 역할을 강조하는 선전을 해대지만 마른 수건 쥐어짜듯 없는 자들의 고혈을 뽑아 그들 배만 채우는 추악한 아귀"
개과천선,"[IDIOM]?! 젊은 조카한테 과거의 제가 너무 부끄러워서, 이제 [IDIOM]했으니 과거는 잊어달라고 간곡히 부탁을 했습니다. 무슨 얘기냐구요. 예전, 30년쯤 전. ""아, 그거 좀 잊어 주면 안되겠나?, 이모부 정말 [IDIOM]했다. 제발 옛날일 좀 잊어다오"" 이렇게 간절히 부탁했습니다. 사실 지금은 운전 중 욕"
백전백승,뽀대 나는 해외영업 해외출장 편
대기만성,"4월 4일 월 2022년 브레이킹 배드 스핀오프 시리즈로 더 잘 나가고 있습니다. 그는 환갑이 훌쩍 넘은 밥 오든커크입니다. 이 배우는 [IDIOM]형 배우인 것 같네요. 얼핏 케빈 코스트너를 닮았고, 아마 브레이킹 배드에서도 이 같은 대사가 나온 것 같습니다. 이"
다다익선,"남는 건 사진이라는데. 먼 미래의 나를 위한 선물, '사진' 기록하고 있었다면 앞으로도 계속 그렇게 살면 된다. 사진을 많이 찍는다고 후회될 일은 없기 때문이다. 사진 찍는 건 정말 [IDIOM]임을 28살이 되어서야 알게 된 나 자신이 후회스럽기만 하다. 만약 나처럼 이미 많은 세월을 사진 찍는 것 없이"
노심초사,"[카페 투어] 비 오면 빈대떡? 아니, 먼스 스컬프쳐 오랜 시간이 걸리지 않았다. 직접 받아서 테이블로 가져오는데, 공간이 비교적 협소해서 자칫 어디 걸려 넘어지지 않을까 [IDIOM]했지만 무사히 테이블에 착륙. 비가 오는 날은 역시 농도 짙은 크림커피다. 빨대 없이 입을 대고 천천히 기울이면 달콤한"
백전백승,태도는 논리를 넘어설 수 있는가? 미 연방 상원의원 앨리자베스 워런의 자서전 를 읽고
백전백승,고기 잘 굽는 방법 한 미국 이민자의 편린 시리즈 30
개과천선,하지 말아야 했을 리부트 관람 후기
수적천석,"Episode5, [IDIOM] 물방울이 바위를 뚫는다 Episode5, [IDIOM] 내일 오후 WK리그 개막을 앞두고, 어제 밤에 단체 미팅을 가졌다. 감독님께서 하신 말씀 중에 '[IDIOM]'이라는 말씀 하셨다. 지난 화요일에 연습경기를 가졌던 팀 유니폼에 한자로 써져 있었다고 하셨다. 그러면서 지난해 12월 벌교로 훈련을 갔을때, 그때도"
불철주야,"열아홉 번째 날, 너의 탈출기 사월 하루, 이천이십 년"
대기만성,[IDIOM]의 밤나무
함흥차사,"뒤늦게 쓴 글 클레임 해결은 소통력, 신속 대처력이 필수이다 글쎄요, 그럴 리가요, 기다리세요, 고객님이 잘못 알고 계신 거죠, 법대로 합시다 같이 대응하거나 [IDIOM], 무응답, 담당부서 돌리기식으로 대처하다가는 소비자의 감정을 더 격앙되게 만들거나 쓸데없는 다툼으로 커지기"
삼인성호,"윌바 외스트뷔, 힐데 외스트뷔 해마를 찾아서를 읽고 독후감 의 중요성을 설명하는 글귀다. 판결이 나면 재심하지 않는 일사부재리의 원칙. 3명이 거짓말로 없는 호랑이도 만드는 [IDIOM]. 진실을 가리기 위한 절차다. 지양이 필요한 시점. p.237 10주간 기억 훈련을 하고 나면 70세 된 사람이 연습을"
노심초사,"아내와 아이와 나의 안정기 남자의 출산기 10주 차 더 설레고, 그래서 또 새롭습니다. 이번에 찾아온 딸기에게 감사해하며 몇 주간, 우리에게 안정기라는 게 언제쯤 오는 걸까 [IDIOM]했습니다. 많이 불안했고, 많이 숨겨야만 했고, 때론 혼자 숨죽여 아파했습니다. 이 시대에서 남편 따위의 아픔은 어떻게"
다다익선,"TV가 거거익선이라고? 결혼 2년 차, 혼수에 대한 반추"
청빈낙도,검이불루 화이불치 우리네 얼과 넋 어울러진 풍광 백자 달항아리 보물 1437호 국립중앙박물관 조선은 성리학을 국가이념으로 세움에 안분지족과 [IDIOM]의 맛과 멋이 생활상에 자연스레 스며들었다. 고려의 화이불치한 미감과 달리 조선은 검이불루한 미감을 취한
노심초사,"칭찬과 험담은 반드시 OO이 듣는다 더 나은 인생을 위하여 수 없으니까 궁시렁거리며 깎아내리는 겁니다. 셋째, 험담은 겁이 많은 사람이 하는 겁니다. 뒤에서 욕하면서도 들킬까봐 [IDIOM]합니다. 나중에 누가 험담했냐고 추궁하면 입 꾹 다물고 자기는 안했다고 잡아떼기 바쁘지요. 얼마나 못났습니까. 칭찬과"
다다익선,"[113] 주식투자를 위한 준비물 세 가지가 필요해 아무튼 세 가지야. 첫 번째는 돈 누가 뭐라고 한들 주식을 사려면 돈이 필요해. 그러니 돈! 얼마가 필요할까? [IDIOM]이라고 많을수록 좋을까? 아니면, 전설을 써나 갈 것이니까 단돈 30만 원 정도로 시작해 볼까? 굉장히 현실적인 금액을 알려"
다다익선,"03 경력변호사 이직기 고군분투 3개월 커리어 앱들을 적극 활용한다는 인상을 받았다. 다만, 주의해야 할 것이 있다. 헤드헌터들은 채용 가능성을 높이기 위해, 혹은 적임자 찾기가 어려운 까닭에선지 채용포지션의 자격요건에 상당 부분 부합하기만 한다면 적극 제안을 해온다는 것"
조변석개,"과연 [IDIOM] 정당답습니다. 민주당의 [IDIOM] 행위는 역사가 깊습니다. 2014년 3월, 민주당 김한길 대표는 지방선거에서 국민에게 약속한 대로 기초선거 정당공천을 하지 않기로 했다고 말했지만, 전당원 투표로 이를 뒤집고 그해 6월 지방선거에서 기초선거에 공천했습니다. 올해 1월"
수적천석,"장마, [IDIOM] 60120cm 꽃말은 건강, 미덕, 장수의 예쁜 꽃말을 갖고 있고, 꽃과 잎 그리고 꽃대를 잘라서 건조 후 뜨거운 물에 우려내어 마시면 건강차로 알려져 있다고 다음백과가 이야기한다. 선물같은하루 장마비속 오늘도 감사와 작은 미소가 있는 좋은날되세요 감사 체리세이지 봉숭아 [IDIOM] 행복"
다다익선,나도 할 수 있다. 인터뷰어! [코드스테이츠 9기] 응답 대상자와 표본 설정을 하고 응답 대상자 규모 설정을 해야 한다. 응답 대상자의 규모는 오차를 최소화하기 위해서는 [IDIOM]이다. 그러나 비용과 시간의 문제를 고려해 조사 유형에 따라 합리적인 수준으로 표본 수를 줄여 조사를 진행하는 것이
조변석개,제프 베이조스는 왜 원격의료와 바이바이 하려는가?
다다익선,모든 의사결정의 기준은 경험이다 우리가 더 다양한 경험을 쌓아야 하는 이유
개과천선,"[독서] 서울 자가에 대기업 다니는 김 부장 이야기 1 이 시대의 꼰대 [IDIOM] 이야기 icidius, 출처 Unsplash 이 시대의 꼰대 [IDIOM] 이야기 리키 가독성이 워낙 좋아 서점에서 들자마자 바로 읽어버린 책이다. 너무나도 2021년 부동산 대상승장에 잘 어울리는 책이었다. '김 부장'이라는 캐릭터를 통해서 부동산 이야기를 풀어나가는 작가의 필력에 감동했다. 완전 같을"
적반하장,한문 [IDIOM] 의 뜻
백전백승,"유튜브숏츠 수익, 이것만 알면 [IDIOM]!"
이구동성,남양주 별내카페 [IDIOM] 로스터리 카페 맛집 핵강추
대기만성,다른 기준점 이 영화는 마블 팬이나 배트맨 3부작 팬을 위한 영화가 아니다
마부작침,파란만장한 삶 파란문장을 낳는다 지식생태학 유영만 교수의 10대 아포리즘 상승하면서 기적을 일으킨다. 어리석은 노인이 산을 움직이는 우공이산과 도끼를 갈아서 바늘을 만드는 [IDIOM]의 지혜가 흔적이 기적을 낳는 과정을 잘 보여주는 사자성어다. 일정한 시점에서 기적이 일어나려면 이기적으로 살아야
불철주야,"게임 창업 고군 분투기 10 게임을 만드는 사람들 조금 차이가 있다. 마지막으로, 남들은 아니라고 할 수도 있지만 적어도 나에게는 천재 엔지니어인 테리와 지환이가 [IDIOM] 달려준 덕분에 맵과 유닛을 배치할 수 있는 기능도 완벽하지는 않았지만 어느 정도 구현되어 가고 있었다. 자랑하고 싶었다"
이구동성,40. 괜찮아. 별 일 아니야 이것은 재미있는 책이 아니다
감지덕지,"의외의 곳에서 익숙한 무언가를 만났을 때 2019년 7월의 프랑스 니스 느낀 게 분명했다. ""엄마, 커피 한잔할까"" 하다가 보딩이 시작되어 결국 멍한 상태로 비행기에 오르게 되었다. 타는 게 [IDIOM]. 비행기 좌석에 앉자마자 엄마와 나는 헤드뱅잉을 시작했다. 반 기절 상태로 있다가 승무원이 음료를 주는 소리에 눈을 번쩍"
백발백중,"[IDIOM] for Kakao에 걸그룹 러블리즈가 백백걸로? [모바일게임] [IDIOM] for kakao 글, 사진 열쓰 ""아츄"" 대세는 역시 걸그룹! 삼촌 팬들의 지갑을 삥 뜯는 그녀들이 모바일 게임에서도 심심치 않게 모습을 들어내고 있는 가운데, [IDIOM] for kakao에서도 인기 걸그룹인 '러블리즈'를 만날 수 있게 됐다고. 참고로, 러블리즈는 'Ahchoo'라는"
대기만성,"물극필반 동시다발적인 활동은 극에 다라르지 못함으로, 반전이 없다 보게 된다. 그래서 침묵하고 오히려 자중하며 조용히 지켜보는 사람일수록 더 가치관이 올곧음을 보게 된다. 누군가 나더러 [IDIOM]이라고 했다. 그런데 언제쯤 그 성공이라는 수치에 다다를 수 있을까 생각해보면, 결국 나의 문제로 돌아가게 된다. 시작"
적반하장,오늘은 그냥 '일희' 할래요 은혜로운 하루
개과천선,알폰소 쿠아론과 다르덴 형제 중 누가 더 낫냐? 를 통해 본 윤리적인 문화소비
망양지탄,"[IDIOM], 넓은 세상과 자신에 관한 사자성어!"
불철주야,13 사랑은 눈물의 씨앗이라 했던가
삼인성호,나는 누구인가 정체성이 경쟁하는 시대
환골탈태,날아올라
감지덕지,"지금의 맨유에겐, 6위도 솔샤르도 [IDIOM]"
불철주야,"서울강서구변기막혔을때 24시 [IDIOM] 출동합니다 그만하세죠 365일 연중무휴, [IDIOM] 언제든지 출동 가능한 365홈케어가 있습니다. 24시 상담 가능! 24시 출동 가능! 출장비 0원! 최고의 전문가가. 최고의 전문가들이 [IDIOM] 언제든지 출동 가능하니 문제가 생겼다면 더 이상 고민하지 마시고 바로 연락주세요 개인위생, 방역도 철저히! 늘"
이구동성,불암산이 부처님 산이라고? 불암산 역사트레킹
종무소식,느닷없이 1월이 가버렸습니다 순식간에 일반적으로 10분간의 풍속을 평균한 것을 그때의 풍속으로 한다 끝내 소식이 없음 우선 당장 편한 것만을 택하는 꾀나 방법. 한때의 안정을 얻기 위하여 임시로 둘러맞추어 처리하거나 이리저리 주선하여 꾸며 내는 계책을 이른다 한번 숨을 내쉬고 다시
대기만성,재통일 이후 동독 클럽들과 유소년 아카데미 완전한 통일을 향하여
백전백승,"전시회 참가 준비를 위한 효율적 일정관리 방법 중소기업을 위한 전시 마케팅 노하우 타겟팅하는 것이라고 했다. 따라서 8주 전 전시회 준비를 시작할 때, 바이어에 대한 고민과 타깃팅을 시작하라. 지피지기면 [IDIOM]이다. 나를 알고 바이어를 알면 전시회의 참가 목적을 달성할 것이다. 6주 전 바이어 1차 초청 및 홍보 착수 바이어의"
다다익선,"카카오AI리포트 6호를 내며 2017.8.31. Vol.6 AI 연구와 산업에서 data is king이란 말이 통용될 정도로, 데이터의 값어치는 높게 평가됩니다. 허나, 데이터는 [IDIOM]이란 명제가 항상 진리일까요? 이 질문을 카카오 Machine Intelligence 파트의 하용호 파트장에게 해봤습니다"
수어지교,[잇터뷰] SK텔레콤 마케팅 잇터뷰 잇다 팀이 현직자 멘토를 인터뷰하다 잇다 대표 멘토로 서 주신 것에 대해 잇다 팀 구성원 모두가 큰 감사의 마음을 갖고 있습니다! 잇다를 어떻게 알게 되셨나요? [IDIOM] 물과 물고기 같은 사이로 대단히 친밀한 사이 최 진짜 우연한 계기였어요. 잇 어떤 일이 있으셨죠? 궁금궁금
감언이설,자본가와 노동자에 대한 현실적인 은유
불철주야,"'부랑당'과 '불한당'의 간극만큼이나 먼 채만식의 을 읽고 고모부이다. 그는 서울로 또 동경으로 공부를 한다며 바삐 돌아다녔음에도 불구하고 오 년이나 옥살이를 한 것도 모자라, [IDIOM] 자신을 돌봐준 아내에 대한 고마움도 모른 채 병들어 누워만 있는, 하루 바삐 죽어야 하고 또 죽어서 마땅한 인물에 불과"
조변석개,"적수성가,전무후무,전자산업,전지전능,정정당당,[IDIOM],주말여행,지행일치,천군만마"
대기만성,뿌리를 자세히 본 적이 있습니까?
적반하장,"달라도 너무 다른 세자매 덕분에 성적표를 받는 날이면 꾸중을 들어야 했던 연례행사도 지민만은 예외. 오히려 ""내 성적표를 아빠가 왜 봐!""라며 [IDIOM]으로 나오던 아이였다. 특히, 지민은 입을 꾹 닫고 살던 큰 언니, 지수와는 정반대로 하고 싶은 말은 다 하며 살았다. 좋게"
삼인성호,"[IDIOM] [IDIOM] 없는 호랑이도 세 명이 호랑이가 나타났다고 말하면 곧이 믿게 된다는 뜻으로, 거짓말이라도 여러 사람이 똑같이 하면 믿게 된다는 말이다. 한비자의 내저설과 전국책의 위책 혜왕에 나오는 말이다. 춘추전국시대 위나라 혜왕 때 일어난 일이다. 위나라는"
개과천선,선생님도 몰래보는 고사성어 숨은 뜻 이야기 논리적이고 창의적인 사고의 기본은 바로 어휘! 거랍니다! 2. 본문보기 3. 목차 사람의 도리와 관계에 대한 고사성어 결초보은 동병상련 파경 이심전심 순망치한 [IDIOM] 방약무인 가렴주구 구사일생 올바른 삶의 태도를 일깨우는 고사성어 백문불여일견 역지사지 유비무환
노심초사,자아탐색일기 5 가식 저는 가식적인 사람입니다. 어떻게 살아가야 할까요? 보통 사회적 가면을 쓸 때의 나는 잘 웃어주고 내 주장을 숨기고 잘 맞춰주고 혹시나 내가 잘못해서 상처 주지 않을까 [IDIOM]하며 항상 다른 사람의 눈치를 살피는 사람이다. 이런 나의 행동 양상은 어디에서 시작되었을까? 초등학교 시절 자기주장이
대기만성,젊어서 고생은 사서도 해야 할까? PSH독서브런치018
백전백승,아이의 입장에서 기질 이해하기 슈타이너의 기질론
환골탈태,나의 모양을 찾아서 나의 경험이 당신에게 조금이나마 도움이 될 수 있다면
이구동성,산양들의 경쟁
청빈낙도,"호사다마와 [IDIOM] 이에 반해 [IDIOM]의 사례는 재력도 없고 권력도 없는 서민들의 생활상에서 쉽게 찾을 수 있다. 이러한 사례는 뭍사람의 시선을 아랑곳하지 않고. 행동에서 [IDIOM]를 느낄 수 있다. 이에 어린 시절 무심코 읽은 외국 단편소설의 줄거리를 떠올리며, 그 핵심줄거리를 소개한다. 어느 시골 마을"
대기만성,찌질한 남자의 반성문
청빈낙도,소백토굴 일출을 보고 길을 달려 안동 제비원 이천동석불 순례
감지덕지,"그들의 뒷모습에는 많은 얼굴 덕지덕지 2 BTS를 코 앞에서 본 날 돌아가나 보다, 리허설이라서 동선만 빠르게 체크했나 보다. 이렇게 끝나다니. 아쉽지만 어쩌겠는가. 이렇게 본 것만으로도 [IDIOM] 아닌가. 이따 집 갈 때 친구한테 어떻게 고마움을 표현해야 하지, 뭐 이런 생각을 하고 있었다. 그렇게 우영과 택연이"
노심초사,"나한테 왜 그랬어요? 큰 잘못을 해서 담임의 눈 밖에 난 것은 아닌지, 반장 역할을 못 맡길 정도로 심각한 결격사유가 나에게 있는 건지 [IDIOM]하며 불길한 상상을 했다. 이유가 궁금했지만 차마 물어볼 용기는 없었다. 창피했고 자존심이 상해 부모님한테도 털어놓지 못 한"
환골탈태,[백종원의 골목식당] 소상인을 위한 예능은 없다 예능의 자영업 사용법 이는 애초 이 추구했던 방송의 취지가 잘 실현되고 있지 않음을 뜻한다. 문제 식당이 백종원으로 인해 [IDIOM]하는 모습을 보이는 것은 백종원의 영웅화에 기여한다. 이미 대중적으로 신뢰도가 높은 백종원과 상인들의 갈등은 시청자로 하여금
군계일학,장화신은 고양이4
적반하장,독박육아 프로젝트 '아내에게 휴가를!' 어젯밤 유민이가 그림 그린다고 꺼내놓은 색연필을 정리 안 해놔서 결국 은우가 혼자서 다 정리했는데 유민이가 갑자기 [IDIOM] 색연필을 내놓으라고 짜증을 냈다고 한다. 그것이 못마땅했던 은우는 '예쁘게 이야기하면' 주겠다고 이야기를 했고 그 말에
감언이설,"그 어려운 일이, 유일한 방법이었다 성공, 간절한 소망"
조변석개,"오래된 비밀[IDIOM] 뜻 [IDIOM] [조변석깨] 명사 아침저녁으로 뜯어고친다는 뜻으로, 계획이나 결정 따위를 일관성이 없이 자주 고침을 이르는 말. 유의어 조개모변 [IDIOM] 조석변개 [IDIOM]하다 하다 [조변석깨하다] 동사 계획이나 결정 따위를 일관성이 없이 자주 고치다. 아침저녁으로"
대기만성,포토에세이 미암일기를 찾아서! 미암박물관 관람기
노심초사,반짝반짝 빛나는 걸
불철주야,"18. 안빈낙도 천석고황은 선택인가 도피인가 윤선도가 품은 16, 17세기 시가문학을 중심으로 단산은 신선들이 거주하던 곳을 말한다. 이곳의 빼어난 봉과 푸른 바다의 용이 춤추고 두각을 겨룬다는 것은 과거를 치르기 위해 [IDIOM] 열공해서 과거장에 나온 이들을 이르는 것이다. 그중에서도 봉과 용은 장자호를 이름일 텐데 그가 회계에서 날개를"
감언이설,독립 다른 것에 예속하거나 의존하지 아니하는 상태로 됨
다다익선,"쇼핑몰 상품 후기에 대한 3가지 오해 중요하다는 것이겠죠? 단순히 후기가 많다고 해서 매출이 비례하여 증가하지는 않는다는 사실, 기억하세요! 오해 2. 고객들은 높은 별점의 후기 상품을 무조건 구매할까? 쇼핑몰 마케터들은 후기를 늘리는 것"
노심초사,? 사용자 친화적이란 무엇인가? userfriendly 사용자친화적 자연스러움 직관적 익숙함
감지덕지,아름다운 설악산 공룡능선을 넘다. 산림청선정 100대명산 산행기 제 78 화 설악산 3 보게 된 것이다. 이런 상황에서도 이토록 아름다운데 단풍이 있었다면 얼마나 더 멋있을까? 에휴그래도 이 풍경만으로도 [IDIOM]지. 아무튼 사람의 욕심은 끝이 없다. 다시 좀 엉뚱한 생각을 해본다. '이런 절경을 많은 사람이 볼 수 있도록 할 수는
대기만성,"인생의 해 뜰 날 훨훨 나는 듯하다고 좋지 않아도 언제 해 뜰 날이 다가올지 모르는 일이다. 시작은 이른 새벽에 시작해도 인생의 해 뜰 날은 저녁에 올 수 있다. [IDIOM]이라는 사자성어나 어느 드라마에 나온 가을의 코스모스라는 비유와 같이 느리게 오는 날도, 행복을 느끼며 이 행복이"
감언이설,반은 사기꾼 군산여행
